STATUS | wrapper  | 2014/11/06 10:08:59 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2014/11/06 10:08:59 | Launching a JVM...
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:306:in `with_template'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:30:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:269:in `render'
    app/helpers/dashboard_helper.rb:156:in `widget_body'
    app/views/dashboard/_widget.html.erb:3
    org/jruby/RubyKernel.java:2109:in `send'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:34:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:306:in `with_template'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:30:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable_partial.rb:20:in `render'
    gems/gems/actionpack-2.3.15/lib/action_controller/benchmarking.rb:30:in `benchmark'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable_partial.rb:19:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/template.rb:205:in `render_template'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable_partial.rb:44:in `render_partial'
    gems/gems/actionpack-2.3.15/lib/action_view/partials.rb:184:in `render_partial'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:267:in `render'
    app/views/dashboard/index.html.erb:16
    org/jruby/RubyArray.java:1620:in `each'
    app/views/dashboard/index.html.erb:12
    org/jruby/RubyRange.java:407:in `each'
    app/views/dashboard/index.html.erb:6
    org/jruby/RubyKernel.java:2109:in `send'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:34:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:306:in `with_template'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:30:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/template.rb:205:in `render_template'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:265:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:348:in `_render_with_layout'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:262:in `render'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:1252:in `render_for_file'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:936:in `render'
    gems/gems/actionpack-2.3.15/lib/action_controller/benchmarking.rb:51:in `render_with_benchmark'
    gems/gems/actionpack-2.3.15/lib/action_controller/benchmarking.rb:51:in `render_with_benchmark'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:1328:in `default_render'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:1334:in `perform_action'
    gems/gems/actionpack-2.3.15/lib/action_controller/filters.rb:617:in `call_filters'
    gems/gems/actionpack-2.3.15/lib/action_controller/filters.rb:610:in `perform_action_with_filters'
    gems/gems/actionpack-2.3.15/lib/action_controller/benchmarking.rb:68:in `perform_action_with_benchmark'
    gems/gems/actionpack-2.3.15/lib/action_controller/benchmarking.rb:68:in `perform_action_with_benchmark'
    gems/gems/actionpack-2.3.15/lib/action_controller/rescue.rb:160:in `perform_action_with_rescue'
    gems/gems/actionpack-2.3.15/lib/action_controller/flash.rb:151:in `perform_action_with_flash'
    org/jruby/RubyKernel.java:2105:in `send'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:532:in `process'
    gems/gems/actionpack-2.3.15/lib/action_controller/filters.rb:606:in `process_with_filters'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:391:in `process'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:386:in `call'
    gems/gems/actionpack-2.3.15/lib/action_controller/routing/route_set.rb:438:in `call'
    gems/gems/actionpack-2.3.15/lib/action_controller/dispatcher.rb:87:in `dispatch'
    gems/gems/actionpack-2.3.15/lib/action_controller/dispatcher.rb:121:in `_call'
    gems/gems/actionpack-2.3.15/lib/action_controller/dispatcher.rb:130:in `build_middleware_stack'
    org/jruby/RubyProc.java:270:in `call'
    org/jruby/RubyProc.java:220:in `call'
    gems/gems/activerecord-2.3.15/lib/active_record/query_cache.rb:29:in `call'
    gems/gems/activerecord-2.3.15/lib/active_record/connection_adapters/abstract/query_cache.rb:34:in `cache'
    gems/gems/activerecord-2.3.15/lib/active_record/query_cache.rb:9:in `cache'
    gems/gems/activerecord-2.3.15/lib/active_record/query_cache.rb:28:in `call'
    gems/gems/activerecord-2.3.15/lib/active_record/connection_adapters/abstract/connection_pool.rb:361:in `call'
    gems/gems/actionpack-2.3.15/lib/action_controller/string_coercion.rb:25:in `call'
    gems/gems/actionpack-2.3.15/lib/action_controller/params_parser.rb:15:in `call'
    file:lib/jruby-rack-1.1.10.jar!/jruby/rack/session_store.rb:70:in `context'
    gems/gems/actionpack-2.3.15/lib/action_controller/failsafe.rb:26:in `call'
    gems/gems/actionpack-2.3.15/lib/action_controller/dispatcher.rb:106:in `call'
    file:lib/jruby-rack-1.1.10.jar!/rack/adapter/rails.rb:34:in `serve_rails'
    file:lib/jruby-rack-1.1.10.jar!/rack/adapter/rails.rb:39:in `call'
    file:lib/jruby-rack-1.1.10.jar!/rack/handler/servlet.rb:22:in `call'


2014.11.06 11:27:12 ERROR rails    On line #100 of app/views/measures/_display_treemap.html.erb

    97: <div id="tm-bc-<%= treemap_id -%>">/</div>
    98: </div>
    99: <script>
    100: new Treemap(<%= treemap_id -%>, '<%= filter.display.size_metric.key  -%>', '<%= filter.display.color_metric ? filter.display.color_metric.key : '' -%>', <%= filter.display.height_percents -%>);
    101: </script>
    102: <% end %>

    app/views/measures/_display_treemap.html.erb:100
    org/jruby/RubyKernel.java:2109:in `send'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:34:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:306:in `with_template'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:30:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable_partial.rb:20:in `render'
    gems/gems/actionpack-2.3.15/lib/action_controller/benchmarking.rb:30:in `benchmark'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable_partial.rb:19:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/template.rb:205:in `render_template'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable_partial.rb:44:in `render_partial'
    gems/gems/actionpack-2.3.15/lib/action_view/partials.rb:184:in `render_partial'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:267:in `render'
    compiled-template:28:in `_run_inline_1922957350_locals_dashboard_configuration_widget_widget_properties'
    org/jruby/RubyKernel.java:2109:in `send'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:34:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:306:in `with_template'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:30:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:269:in `render'
    app/helpers/dashboard_helper.rb:156:in `widget_body'
    app/views/dashboard/_widget.html.erb:3
    org/jruby/RubyKernel.java:2109:in `send'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:34:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:306:in `with_template'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:30:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable_partial.rb:20:in `render'
    gems/gems/actionpack-2.3.15/lib/action_controller/benchmarking.rb:30:in `benchmark'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable_partial.rb:19:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/template.rb:205:in `render_template'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable_partial.rb:44:in `render_partial'
    gems/gems/actionpack-2.3.15/lib/action_view/partials.rb:184:in `render_partial'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:267:in `render'
    app/views/dashboard/index.html.erb:16
    org/jruby/RubyArray.java:1620:in `each'
    app/views/dashboard/index.html.erb:12
    org/jruby/RubyRange.java:407:in `each'
    app/views/dashboard/index.html.erb:6
    org/jruby/RubyKernel.java:2109:in `send'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:34:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:306:in `with_template'
    gems/gems/actionpack-2.3.15/lib/action_view/renderable.rb:30:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/template.rb:205:in `render_template'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:265:in `render'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:348:in `_render_with_layout'
    gems/gems/actionpack-2.3.15/lib/action_view/base.rb:262:in `render'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:1252:in `render_for_file'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:936:in `render'
    gems/gems/actionpack-2.3.15/lib/action_controller/benchmarking.rb:51:in `render_with_benchmark'
    gems/gems/actionpack-2.3.15/lib/action_controller/benchmarking.rb:51:in `render_with_benchmark'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:1328:in `default_render'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:1334:in `perform_action'
    gems/gems/actionpack-2.3.15/lib/action_controller/filters.rb:617:in `call_filters'
    gems/gems/actionpack-2.3.15/lib/action_controller/filters.rb:610:in `perform_action_with_filters'
    gems/gems/actionpack-2.3.15/lib/action_controller/benchmarking.rb:68:in `perform_action_with_benchmark'
    gems/gems/actionpack-2.3.15/lib/action_controller/benchmarking.rb:68:in `perform_action_with_benchmark'
    gems/gems/actionpack-2.3.15/lib/action_controller/rescue.rb:160:in `perform_action_with_rescue'
    gems/gems/actionpack-2.3.15/lib/action_controller/flash.rb:151:in `perform_action_with_flash'
    org/jruby/RubyKernel.java:2105:in `send'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:532:in `process'
    gems/gems/actionpack-2.3.15/lib/action_controller/filters.rb:606:in `process_with_filters'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:391:in `process'
    gems/gems/actionpack-2.3.15/lib/action_controller/base.rb:386:in `call'
    gems/gems/actionpack-2.3.15/lib/action_controller/routing/route_set.rb:438:in `call'
    gems/gems/actionpack-2.3.15/lib/action_controller/dispatcher.rb:87:in `dispatch'
    gems/gems/actionpack-2.3.15/lib/action_controller/dispatcher.rb:121:in `_call'
    gems/gems/actionpack-2.3.15/lib/action_controller/dispatcher.rb:130:in `build_middleware_stack'
    org/jruby/RubyProc.java:270:in `call'
    org/jruby/RubyProc.java:220:in `call'
    gems/gems/activerecord-2.3.15/lib/active_record/query_cache.rb:29:in `call'
    gems/gems/activerecord-2.3.15/lib/active_record/connection_adapters/abstract/query_cache.rb:34:in `cache'
    gems/gems/activerecord-2.3.15/lib/active_record/query_cache.rb:9:in `cache'
    gems/gems/activerecord-2.3.15/lib/active_record/query_cache.rb:28:in `call'
    gems/gems/activerecord-2.3.15/lib/active_record/connection_adapters/abstract/connection_pool.rb:361:in `call'
    gems/gems/actionpack-2.3.15/lib/action_controller/string_coercion.rb:25:in `call'
    gems/gems/actionpack-2.3.15/lib/action_controller/params_parser.rb:15:in `call'
    file:lib/jruby-rack-1.1.10.jar!/jruby/rack/session_store.rb:70:in `context'
    gems/gems/actionpack-2.3.15/lib/action_controller/failsafe.rb:26:in `call'
    gems/gems/actionpack-2.3.15/lib/action_controller/dispatcher.rb:106:in `call'
    file:lib/jruby-rack-1.1.10.jar!/rack/adapter/rails.rb:34:in `serve_rails'
    file:lib/jruby-rack-1.1.10.jar!/rack/adapter/rails.rb:39:in `call'
    file:lib/jruby-rack-1.1.10.jar!/rack/handler/servlet.rb:22:in `call'
2014.11.06 11:27:12 INFO  b.k.c.o.p.p.PolymorphicViewsChart  PolymorphicViewsChart generateImage() called!
2014.11.06 11:27:12 ERROR o.s.s.c.ChartsServlet  Generating chart be.kuleuven.cs.oss.polymorphicviews.plugin.PolymorphicViewsChart
java.lang.IllegalArgumentException: Null 'image' argument.
	at org.jfree.chart.encoders.KeypointPNGEncoderAdapter.encode(KeypointPNGEncoderAdapter.java:132) ~[jfreechart-1.0.9.jar:na]
	at org.sonar.server.charts.ChartsServlet.exportAsPNG(ChartsServlet.java:92) ~[classes/:na]
	at org.sonar.server.charts.ChartsServlet.doGet(ChartsServlet.java:66) ~[classes/:na]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:707) [javax.servlet-2.5.0.v201103041518.jar:na]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:820) [javax.servlet-2.5.0.v201103041518.jar:na]
	at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:652) [jetty-servlet-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1320) [jetty-servlet-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.jruby.rack.RackFilter.doFilterInternal(RackFilter.java:78) [jruby-rack-1.1.10.jar:na]
	at org.jruby.rack.UnmappedRackFilter.isDoDispatch(UnmappedRackFilter.java:106) [jruby-rack-1.1.10.jar:na]
	at org.jruby.rack.AbstractFilter.isDoDispatch(AbstractFilter.java:107) [jruby-rack-1.1.10.jar:na]
	at org.jruby.rack.AbstractFilter.doFilter(AbstractFilter.java:65) [jruby-rack-1.1.10.jar:na]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291) [jetty-servlet-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.sonar.server.platform.MasterServletFilter.doFilter(MasterServletFilter.java:80) [classes/:na]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291) [jetty-servlet-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.sonar.server.user.UserSessionFilter.doFilter(UserSessionFilter.java:40) [classes/:na]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291) [jetty-servlet-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.sonar.server.ui.DatabaseSessionFilter.doFilter(DatabaseSessionFilter.java:36) [classes/:na]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291) [jetty-servlet-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.servlets.UserAgentFilter.doFilter(UserAgentFilter.java:82) [jetty-servlets-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.servlets.GzipFilter.doFilter(GzipFilter.java:294) [jetty-servlets-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291) [jetty-servlet-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.continuation.ContinuationFilter.doFilter(ContinuationFilter.java:137) [jetty-continuation-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291) [jetty-servlet-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:443) [jetty-servlet-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:137) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:556) [jetty-security-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:227) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1044) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:372) [jetty-servlet-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:189) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:978) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:135) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.handler.HandlerCollection.handle(HandlerCollection.java:154) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:116) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.Server.handle(Server.java:369) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.AbstractHttpConnection.handleRequest(AbstractHttpConnection.java:486) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.AbstractHttpConnection.headerComplete(AbstractHttpConnection.java:933) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.AbstractHttpConnection$RequestHandler.headerComplete(AbstractHttpConnection.java:995) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:644) [jetty-http-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:235) [jetty-http-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.server.AsyncHttpConnection.handle(AsyncHttpConnection.java:82) [jetty-server-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.io.nio.SelectChannelEndPoint.handle(SelectChannelEndPoint.java:668) [jetty-io-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.io.nio.SelectChannelEndPoint$1.run(SelectChannelEndPoint.java:52) [jetty-io-7.6.11.v20130520.jar:7.6.11.v20130520]
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:608) [jetty-util-7.6.11.v20130520.jar:7.6.11.v20130520]
